#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
11,"Зачекай","ОЧІ В ОЧІ",37,110,"ukrainian pop","Pop","Зачекай",2022-11-04,02:39,74,83,31,0,60,10,10,-5,G#/A♭ Minor,4,2023-07-09,4P8a0deTjgpicm194xxdnL,"VINVONA",1A,https://p.scdn.co/mp3-preview/bf2706b1f3087e29862687aaf6b9ef28a9afa635?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518eaf6ccb456257db87fc7373
12,"БОЖЕВОЛІЮ","Pauchek",31,140,"ukrainian pop","Pop","БОЖЕВОЛІЮ",2023-01-11,02:14,60,66,58,0,74,0,10,-7,B Minor,4,2023-07-10,6jk53quUAKWshLPFuOSubv,"GLOVA RECORDS",10A,https://p.scdn.co/mp3-preview/2283f22cfa3cc84c60807e0891f5604f04bcbb82?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485151c3293ef6de94d4d805abed
13,"Злидні","Cresco",11,126,"ukrainian hip hop","Hip Hop","Гештальт",2021-12-01,02:55,50,68,52,0,56,0,10,-8,D#/E♭ Minor,4,2023-07-17,2Mrr9YEOYc8pD667MuZ7GC,"Rolling Wave Records",2A,https://p.scdn.co/mp3-preview/0d9f40c624d5b718157a0109d7405a6c3e5cec80?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e864f7f7904b4229d0bb62f
14,"Гештальт","Cresco",3,133,"ukrainian hip hop","Hip Hop","Гештальт",2021-12-01,02:41,62,73,39,0,25,0,0,-6,F#/G♭ Minor,4,2023-07-19,7h1XVpkKZrtWX46ViD6Hjg,"Rolling Wave Records",11A,https://p.scdn.co/mp3-preview/f63ab03f17fda80949275683436a7df85f8f4ce6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519e864f7f7904b4229d0bb62f
15,"Qansha kun?","Sadraddin",51,108,"kazakh hip hop, q-pop","Hip Hop","Qansha kun?",2023-07-05,02:46,69,77,16,0,84,0,10,-5,F Minor,4,2023-07-20,0kGOxOKLhO0cbWuyogXRns,"Turan Media",4A,https://p.scdn.co/mp3-preview/6aab73d3be526065d2c6d60d44a729794b3dd77e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a41a7424484f893fd4fe56be
16,"Adrenalin","DJ Shone,Fox,Vlada Matovic",18,100,"turbo folk, balkan trap","Hip Hop, Folk/Acoustic","Najveci Hitovi 2020 Vol. 1",2021-03-04,02:38,80,90,26,0,24,10,0,-4,G Major,4,2023-07-20,5Iqn7SSt4gIBnvSel9tMYJ,"IDJTunes",9B,https://p.scdn.co/mp3-preview/68e2f2cb276fe40cbeb0f06961dc844374566df4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485151430f4b03fd7c5100275285
17,"полум'я","дитя скорботи,CRUSHGLAD",23,127,"","","полум'я",2023-03-17,02:46,64,48,14,0,21,0,10,-9,F Major,4,2023-07-20,7B8VaNe4OT8Hui9lkpMGHa,"Plan",7B,https://p.scdn.co/mp3-preview/19d4266f7c963e0714b208203f65c04360b6c08b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e900703d838e23f21b13fdf1
18,"Бідна пташка","Ядерна Могила",28,140,"ukrainian hip hop","Hip Hop","Пропаганда",2020-09-28,02:36,67,84,35,0,28,0,10,-5,G#/A♭ Major,4,2023-07-23,44G3KPoxuf72igY3jt3Fia,"Past Future Jam",4B,https://p.scdn.co/mp3-preview/989ab3ef22214fba9a64f338dd886bdba7a6bfc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851449c925356cb10b4cbe206f2
19,"Armandamyn","Turar",32,110,"kazakh viral pop","","Armandamyn",2023-03-23,03:22,80,82,17,0,94,20,0,-5,B Minor,4,2023-09-04,1P25BDbJkF02shQxmBiPwB,"Turan Media",10A,https://p.scdn.co/mp3-preview/89b7bd26b0c7dffbdad6622aaf10c36e1ea1c728?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518fa8fc7bc0819e60072eb66b
20,"Неге, неге","Qanat Umbetov",26,106,"","","Неге, неге",2022-04-25,03:07,67,79,28,0,93,10,20,-8,C Minor,4,2023-09-04,2x4iFcEPDeWsYGxPJABzC2,"AGUGAI",5A,https://p.scdn.co/mp3-preview/ccb9a761a49d486840aefa3d58cabcde15979422?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ad2a40f015c33e0edf6044a3
21,"Interstelar","Alexia",54,90,"romanian pop","Pop","Interstelar",2023-04-07,03:22,57,78,1,0,27,0,10,-5,C♯/D♭ Major,4,2023-09-04,47FliwS0uRIa1og7hGQ4qr,"AtoM",3B,https://p.scdn.co/mp3-preview/132aafd543baa27b13249b14e8def5e94ce29caa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518da174a5a172967f23a7cac6
22,"Buna, ce mai zici?","Ruby,Dorian Popa",45,172,"romanian pop, ","Pop","Buna, ce mai zici?",2015-09-29,03:05,48,67,27,0,38,10,0,-6,F#/G♭ Major,4,2023-09-06,2PMxsrSS8vEy9AXeluXxNs,"Cat Music / Mediapro Music",2B,https://p.scdn.co/mp3-preview/daf674c12f2ed34bb664e1add814d6057f63e221?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514cf927f988402fda147ddbba
23,"Аппақ көйлек","Еркебулан Кумаров",35,106,"","","Аппақ көйлек",2022-03-16,03:10,74,92,6,0,85,0,10,-5,C♯/D♭ Minor,4,2023-09-07,0c6iS5XXmR9z0uHPG3xvJO,"ARIDAI (Еркебулан Кумаров)",12A,https://p.scdn.co/mp3-preview/089e2c376587585e7f2711d2d35f765f89144e05?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517c3e2c120505809888ad1e3a
24,"Градус 100","LOBODA",38,110,"russian pop","Pop","Made in U",2023-03-24,02:27,68,92,11,0,27,10,40,-4,D Minor,4,2023-09-13,3wEi6EHnEI7bJPAEngSsgz,"LOBODA",7A,https://p.scdn.co/mp3-preview/5165d23096a8c6845eec2bc08a1edfbf85af72b8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516793e024dde30b17cdedf796
25,"E Keni Dit","Romeo Veshaj,Ledri Vula",57,95,"albanian pop, albanian hip hop, kosovan pop","Hip Hop, Pop","E Keni Dit",2023-06-20,02:53,83,73,6,0,54,10,20,-5,G#/A♭ Minor,4,2023-09-14,3flWOkcBio7fUkWljCyLwa,"Fole Publishing",1A,https://p.scdn.co/mp3-preview/2f808cf2d741705ddfedd1240b543dabd2db5006?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f09beb4c99bef1912117573
26,"Leti Leti","Funky G",11,128,"turbo folk","Folk/Acoustic","Kafana Na Balkanu",2008-00-00,04:07,65,96,4,0,86,0,30,-4,E Minor,4,2023-09-18,6GCSGzJBtaXsbVTn8uJl3R,"City Records",9A,https://p.scdn.co/mp3-preview/abc52804ad40deb7bc6bcb0b6948a7863771c305?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514fa6aec37c23c9be7f12b709
27,"Люблю, до речі","Pauchek",35,95,"ukrainian pop","Pop","Люблю, до речі",2023-05-05,01:56,78,92,48,0,63,0,20,-4,A Minor,4,2023-09-21,2Qb0xdK7KtxwHWF22Q7G9P,"GLOVA RECORDS",8A,https://p.scdn.co/mp3-preview/37e73fccd0a4b5dece5b6f672e7ebfc26349b5eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dea8056d1826aad2721c82bc
28,"Королєва","Цвіт Кульбаби",41,140,"ukrainian pop, ukrainian rock","Pop, Rock","Королєва",2016-02-17,02:34,69,98,1,0,96,0,20,-5,A Minor,4,2023-09-21,5xauLzVGTvhfVCJpv3NBU5,"BEST MUSIC",8A,https://p.scdn.co/mp3-preview/a0bdc0a523e767a72ffa3bb39198b98f5305e1ad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa26066072fbbe1ae312d1f5
29,"Lume","Spike",46,150,"romanian rap","Hip Hop","Lume",2022-10-14,03:06,68,67,65,0,55,0,10,-5,D#/E♭ Minor,4,2023-09-21,1GJ7e8T48GjSjYRC0Wqjk9,"AtoM",2A,https://p.scdn.co/mp3-preview/acd78f791277fac096338dd1a8cedd8c5d8a8d59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510e0495d5991c0cdaf3435597
30,"Тримаю - 2023","7TEEN'S",23,120,"","","Тримаю (2023)",2023-04-11,02:06,45,63,6,0,36,0,10,-6,A Minor,5,2023-09-23,6oxpOAQQAdfnOkvAgnFKUG,"Cтудія "6 Секунд"",8A,https://p.scdn.co/mp3-preview/1e35eed1d270d03bcd241ba9169db1319c3dd78e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e24109b2910dfa7cbacfdf2
31,"Адреналін","Анна Буткевич",6,123,"","","Адреналін",2022-10-14,03:03,71,89,32,0,72,10,30,-5,F#/G♭ Major,4,2023-09-24,4XwJKFg3ZHbUG5SMBVfYDh,"BEST MUSIC",2B,https://p.scdn.co/mp3-preview/98ee307c66224c03047f4256e5609c9e32cebde5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514735357da9191a2a286b602c
32,"Що ти знаєш?","ROMARO",12,172,"ukrainian pop","Pop","Що ти знаєш?",2023-01-27,02:38,49,82,3,0,60,10,0,-7,C Major,4,2023-09-25,1KGoEKYi1iEAQi1pkS2SVp,"A-post",8B,https://p.scdn.co/mp3-preview/d1f5d6bc4a27ea61a698021778a3bf4b9d690db0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485110c9cf1ba568aad89890a180
33,"Вогонь","YANEYA",3,140,"","","Вогонь",2021-05-27,02:35,79,64,68,0,49,0,10,-5,F Minor,4,2023-09-25,3g4kZPVnn1TipDuIke8zAe,"Adam Music",4A,https://p.scdn.co/mp3-preview/7bc0ad2b5294139ae95e41ec985fff8f42b72996?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187b87a43329874d9a31e8aad
34,"Темна ніч","Чорний",16,95,"","","Темна ніч",2023-02-04,03:06,67,82,2,0,54,0,10,-5,E Minor,4,2023-09-25,4tgVQp00l1am8IrNanpUk5,"Чорний",9A,https://p.scdn.co/mp3-preview/c33cb95e8a3cac0c7871f76a2c43ca06bcb469c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851109933ef9caf9ba74940c200
35,"НЕ ТАКА","YAROMIYA",13,115,"ukrainian pop","Pop","НЕ ТАКА",2023-02-09,03:01,77,91,12,0,54,0,10,-5,G Minor,4,2023-09-25,648Je3OvlODJISg4VjJScZ,"GLOVA RECORDS",6A,https://p.scdn.co/mp3-preview/b31a060f5471049cbb3c2345274efc1c68654b06?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca21fb4c5b68691ca169ea8a
36,"Decât Să Minți","Guess Who",50,81,"romanian rap","Hip Hop","Tot Mai Sus",2011-09-20,03:35,70,57,4,0,43,0,10,-7,D#/E♭ Minor,4,2023-10-08,495sPxWPnOtEBNBx5f5I9Q,"Okapi Sound / Music Expert Company",2A,https://p.scdn.co/mp3-preview/f515e590f0cb04a9d8c97ee5a78aece904012636?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f8de3c3ff41fe56f4feb8141
37,"Sunce I Mesec","X",29,150,"","","Sunce I Mesec",2020-06-05,02:34,68,64,9,0,29,10,10,-7,C♯/D♭ Minor,4,2023-10-08,4Y7llpOsWMbQVigWWJ6HlG,"1898808 Records DK",12A,https://p.scdn.co/mp3-preview/7ad709630a4ba408dd99bf317fb81a63cee64e11?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bb8bcbc3abade6c6afb5568b
38,"Garava","Devito,Voyage",58,95,"balkan trap, turbo folk","Hip Hop, Folk/Acoustic","Plava Krv",2023-05-23,02:27,63,86,5,0,86,0,0,-5,G Major,4,2023-10-09,15ocbYIQVuxXpfyxTC6dX4,"IDJTunes",9B,https://p.scdn.co/mp3-preview/21778dc8e873299ad36bc3f4b6610186e8469080?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bc10411c9ced977d5d6f5bb4
39,"Te-am sunat","Eva Timush,rares",46,154,"romanian pop","Pop","Te-am sunat",2023-07-14,02:51,66,90,30,0,73,0,0,-3,F#/G♭ Major,4,2023-10-09,1yRmjGXdzg3bmOxSCS1K4T,"Global Records",2B,https://p.scdn.co/mp3-preview/0762663684b2369750602d096f86debbd1794618?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f9cddf95295ddcb4ce985891
40,"Pentru ca","Andia,Deliric",58,130,"romanian pop, romanian rap","Pop, Hip Hop","Pentru ca",2023-10-05,03:12,61,63,3,0,44,0,0,-8,F Minor,4,2023-10-09,6xAefOqCvDKEcOjPovAMc6,"AtoM",4A,https://p.scdn.co/mp3-preview/6e6479ed115465e2c6cf03ee10a8533713ea0e3d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511bf439a1553bb4976d391550
41,"După apus","Iuliana Beregoi",32,120,"romanian pop","Pop","După apus",2022-03-08,03:19,65,78,31,0,61,0,10,-5,F Major,4,2023-10-31,2dAyRnQJSIyqVn8dML4jIq,"Global Records",7B,https://p.scdn.co/mp3-preview/a51753f9125014bf889906e301453c4969441990?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851222f498fc96051ebb578b399
42,"Strazile din Bucuresti","Florian Rus,MIRA",44,93,"romanian pop","Pop","Strazile din Bucuresti",2019-07-04,03:13,57,62,14,0,70,0,30,-7,F#/G♭ Major,3,2023-11-01,1tDk0Jot1RkxsPTPXaNM7k,"Roton",2B,https://p.scdn.co/mp3-preview/21ad3bdd2e29b4ab4fd24ccebda41a0916183cf0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bfe0daaff484aaba17937e07
43,"Солай да солай Қарағым","Рахымжан Жақайым",32,105,"kazakh pop","Pop","Солай да солай Қарағым",2020-09-02,02:48,72,87,4,24,97,0,30,-4,B Minor,4,2023-11-01,22PcEYLTE2ten6bNZ9xvoE,"RAHYMZHAN ZHAKAIYM PRODUCTION",10A,https://p.scdn.co/mp3-preview/667347856abb5645dcf01664ed7c6f7b3dbf6acb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511e5463fe4bbba2b0aa62a7ce
44,"Флешбеки","REQUITIR",29,122,"","","Флешбеки",2022-06-16,03:10,72,95,17,0,32,30,10,-6,E Major,4,2023-11-01,0k6tqmshJ642zZF5kmuasS,"REQUITIR MUSIC",12B,https://p.scdn.co/mp3-preview/756e15907bddfe332f1faa9d849b65da7c28b24c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517a65df04f230a453eeaaf7bf
45,"Onasi","Uzmir,Mira",24,180,"uzbek pop, turkish post-punk","Pop","Sarig'im",2022-10-01,03:10,71,85,9,0,78,10,20,-4,C Major,4,2023-11-04,02dn2tYyUzVc3cvKF2feNs,"RizaNova",8B,https://p.scdn.co/mp3-preview/b19916bdc8bef76804ddbcaed269a8300f86752e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851742c267e0cdeaae0dd22c1a6
46,"Do'stim","Osman Navruzov",38,110,"uzbek pop","Pop","Yondi yurak",2021-12-25,03:31,72,84,6,0,76,0,30,-5,C♯/D♭ Major,4,2023-11-04,7zEfxsMrB5hZBa5ssEcet9,"NEVO Music",3B,https://p.scdn.co/mp3-preview/5e6b59d42cf3fdd5ebef0427490223aabf0d8a1c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e47040f0e11ee61fb59fe155
47,"Ce-am făcut!","Magnat,Feoctist",36,180,"rap moldovenesc, ","","Samagon de casă",2023-03-28,02:56,70,66,33,0,68,20,0,-8,B Minor,4,2023-11-06,6ztxeSmRqxiSY6LXVKWqrt,"Magnat & Feoctist",10A,https://p.scdn.co/mp3-preview/003f12022883240292b7070c791551081dc7b5b3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b5d59884e60f676408cc4e3c
48,"Elegantă","Magnat,Feoctist",36,171,"rap moldovenesc, ","","Samagon de casă",2023-03-28,02:57,70,50,35,5,24,20,0,-10,A#/B♭ Minor,4,2023-11-06,5oNWXw7xP8y5rcWwgnNjtx,"Magnat & Feoctist",3A,https://p.scdn.co/mp3-preview/18e6f090fc7341fda3e9e024a556bcc6aab1bcf2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b5d59884e60f676408cc4e3c
49,"На повторі","BOTASHE",42,144,"ukrainian hip hop, ukrainian pop, ukrainian viral pop","Hip Hop, Pop","На повторі",2021-12-24,03:09,86,51,36,0,31,20,10,-6,C♯/D♭ Major,4,2023-11-07,4ntBxLqHGFZfjfcGnr5hF0,"Білий Бо, Шершень & Тася",3B,https://p.scdn.co/mp3-preview/934e6996a676f9d22fedd9df0171be54b062ea98?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485169b49d3b0b2d434411e0f935
50,"И снова ночь","Әлиғазы Төртқара",34,130,"","","И снова ночь",2023-03-20,03:27,68,96,2,1,96,0,10,-5,C Major,4,2023-11-16,4wxAi6CU44l5eXHV73NvgU,"ARIDAI",8B,https://p.scdn.co/mp3-preview/d8470272a06ee4fa5260bbf8d250f804c3fc5c80?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485158e8b14c549bc3d5bdfe235c
51,"Tramvai","AMI",44,180,"romanian pop","Pop","Tramvai",2019-09-09,03:04,47,59,24,0,39,0,10,-5,C Major,3,2023-11-17,6kz5YXPMb6kv34KXB3HRSY,"Global Records",8B,https://p.scdn.co/mp3-preview/d1e085a5c148c0f801ec9de9317fa4d214d17681?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ed221cc179696229f7cb9ef4
52,"Сені сүйдім","Мират Қапезов",1,115,"","","Сені сүйдім",2023-11-09,03:29,70,89,9,0,90,0,10,-5,D Minor,4,2023-11-17,0y0jQCVM11PywnYSdUqgx6,"ARIDAI",7A,https://p.scdn.co/mp3-preview/d7ef3cbc3ee131ac35922b9d537c97dc3b74dd59?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851576407d9e33979967afb22d0
53,"Шынарым","Диета KZ",1,128,"","","Шынарым",2023-11-08,03:42,69,92,16,0,84,10,0,-5,A#/B♭ Minor,4,2023-11-17,3C6R5ajNqQg6XBv9U75ami,"Диета KZ PRODUCTION",3A,https://p.scdn.co/mp3-preview/88415c525330e11d6c8cf993dcf00c85d165a977?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d38aad8a8f41d5de6d8848f
54,"Падам падам топсың","Әлиғазы Төртқара",14,130,"","","Падам падам топсың",2023-11-05,02:53,72,99,4,0,98,0,0,-3,B Minor,4,2023-11-17,4iPcg63l9DhyoHpq24UQMg,"ARIDAI",10A,https://p.scdn.co/mp3-preview/df67ad6fa991f3c5bbe9b9a2e1f164f0facb285b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851756dbb6bc4f5641beea0afc9
55,"Ақ жездем","Сағыныш,Нұрбек",1,106,"","","Ақ жездем",2023-02-03,03:42,79,90,15,0,96,0,30,-5,C Minor,4,2023-11-18,2KjJCSfJeVOSuWbggu53s0,"ARIDAI",5A,https://p.scdn.co/mp3-preview/d1d254f51058dd1cfb7aa51b45be9f0121748c83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fa3ec18fba9ffec551d741da
56,"Ләбідән Kz","Ерболат Ержанбаев",6,125,"","","Ләбідән Kz",2023-09-07,02:58,67,82,3,1,96,0,10,-5,F Minor,4,2023-11-18,1lXlNJL2TabNoaSkCL8AcJ,"ARIDAI",4A,https://p.scdn.co/mp3-preview/5cc4eb518ffccfd3a068da416b2f7046f318799e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef6143fc0253b9ae317acd9b
57,"Cheia Inimii Mele","DJ Project,MIRA",50,176,"romanian house, romanian pop","Electronic, Pop","Cheia Inimii Mele",2021-07-08,03:10,52,66,2,0,42,10,10,-7,C Major,4,2023-11-29,7oIUOqjNbFSLBw7X2XyDW5,"Global Records",8B,https://p.scdn.co/mp3-preview/067e76cc562b1ecaf401adccacb3b375558877fd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485137cf0232a062ffb95c7fb883
58,"Давай начистоту (feat. Skofka)","KALUSH,SKOFKA",48,206,"ukrainian hip hop, ukrainian pop, ukrainian viral pop","Hip Hop, Pop","ЙО-ЙО (feat. Skofka)",2021-07-23,03:11,71,53,37,0,42,20,10,-7,C Minor,4,2023-12-16,3ICTmbm0RyjP8qQjUYHxB1,"Columbia Local",5A,https://p.scdn.co/mp3-preview/e5067b50ca4ece293ad5cee6ee927191f3565b38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485116f7474f166536ca08c04433
59,"Ploaia","AKORD",20,126,"moldovan pop","Pop","Ploaia",2023-04-28,03:19,69,74,7,0,57,0,20,-6,C Minor,4,2023-12-24,34gRRCt4GPooOzUIaGMciO,"Ragoza Music",5A,https://p.scdn.co/mp3-preview/b8fd7355483e383a53c1c2f2d05299ffe6b61a84?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851844a2de3d59dd0d283d48995
60,"Весна","Марина і Компанія",33,130,"","","Весна",2023-04-20,03:44,62,97,0,0,48,0,30,-5,F Minor,4,2023-12-25,7a4AkSLtm6IFIvXFLWZG6C,"Vg Star / Gm Digital",4A,https://p.scdn.co/mp3-preview/5e6a57066d741dd64e541172b73c6556891b39d0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b6605d5b490a1f5c9722d11f
