#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
123,"Солай да солай Қарағым","Рахымжан Жақайым",32,105,"kazakh pop","Pop","Солай да солай Қарағым",2020-09-02,02:48,72,87,4,24,97,0,30,-4,B Minor,4,2023-11-01,22PcEYLTE2ten6bNZ9xvoE,"RAHYMZHAN ZHAKAIYM PRODUCTION",10A,https://p.scdn.co/mp3-preview/667347856abb5645dcf01664ed7c6f7b3dbf6acb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511e5463fe4bbba2b0aa62a7ce
124,"Флешбеки","REQUITIR",29,122,"","","Флешбеки",2022-06-16,03:10,72,95,17,0,32,30,10,-6,E Major,4,2023-11-01,0k6tqmshJ642zZF5kmuasS,"REQUITIR MUSIC",12B,https://p.scdn.co/mp3-preview/756e15907bddfe332f1faa9d849b65da7c28b24c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517a65df04f230a453eeaaf7bf
125,"Go'mirchimi","Sevinch Ismoilova",38,130,"uzbek pop","Pop","Go'mirchimi",2022-08-22,03:30,82,77,4,0,84,0,30,-3,F Minor,4,2023-11-03,15cFYjKYsxRuoFL5RN8i97,"BeruniyNet",4A,https://p.scdn.co/mp3-preview/790abd42fed7ec412899d3ad68364d5b9a10d433?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485123a6fe3e7821c66c989be407
126,"Onasi","Uzmir,Mira",24,180,"uzbek pop, turkish post-punk","Pop","Sarig'im",2022-10-01,03:10,71,85,9,0,78,10,20,-4,C Major,4,2023-11-04,02dn2tYyUzVc3cvKF2feNs,"RizaNova",8B,https://p.scdn.co/mp3-preview/b19916bdc8bef76804ddbcaed269a8300f86752e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851742c267e0cdeaae0dd22c1a6
127,"Do'stim","Osman Navruzov",40,110,"uzbek pop","Pop","Yondi yurak",2021-12-25,03:31,72,84,6,0,76,0,30,-5,C♯/D♭ Major,4,2023-11-04,7zEfxsMrB5hZBa5ssEcet9,"NEVO Music",3B,https://p.scdn.co/mp3-preview/5e6b59d42cf3fdd5ebef0427490223aabf0d8a1c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e47040f0e11ee61fb59fe155
128,"Happy End","Анна Добриднєва",29,142,"","","Happy End",2023-06-16,03:13,57,66,16,0,30,0,30,-6,E Minor,4,2023-11-06,6CbOEuRIHghAIioXu5EPc8,"BEST MUSIC",9A,https://p.scdn.co/mp3-preview/71ee9d17e7667d3e49efada784dc38d316cacc87?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f690937e2af497f0a8be953f
129,"Бота Көздерің","Kairat Nurtas,Ғазизхан Шекербеков",37,130,"kazakh pop","Pop","Үздік Әндер, Vol. 2",2020-10-16,03:00,67,87,2,2,93,0,20,-4,C Minor,4,2023-11-06,3nl2JxD8qmiNOY5U12389U,"Kairat Nurtas Production",5A,https://p.scdn.co/mp3-preview/15d9a2036848d73aa16f68ce321e5bf28354a286?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515ab17f1077fe4f64c1c805f0
130,"Adresa","Yakki",48,142,"romanian trap","Hip Hop","Adresa",2022-07-22,02:20,54,53,56,0,65,0,10,-10,F#/G♭ Minor,4,2023-11-06,1FW7thn5GEOY3QlGZ15crY,"FTL",11A,https://p.scdn.co/mp3-preview/61cbeadd897bc50ad472f6c68b16806ad7ad5224?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518242f11107865b06e448b5dc
131,"Alta Stare","Yakki,Solomon",40,130,"romanian trap","Hip Hop","Alta Stare",2022-05-27,03:46,75,73,23,0,56,0,0,-9,F#/G♭ Minor,4,2023-11-06,4TRDvpmfpqNWagA8ujuYQa,"FTL",11A,https://p.scdn.co/mp3-preview/6a582c68799555e7e6b1b63dbb4521d47cac85ee?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f33b935f2f88d459bdb351de
132,"Ca-n Filme Indiene","Lia Taburcean",32,126,"moldovan pop","Pop","Ca-n Filme Indiene",2016-10-01,03:21,78,74,24,0,89,0,0,-7,A Minor,4,2023-11-06,4ZknDztIYYmKdT5vC8D8bP,"Rassada Music",8A,https://p.scdn.co/mp3-preview/7f3ffc47d37e09b77e60e667e396953e9bbaef8f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c47f34bcae633b54be422ba0
133,"Fara Glas","Rolla Sparks,Oana Radu",22,190,"","","Fara Glas",2014-10-06,03:30,61,87,22,0,81,20,0,-3,C♯/D♭ Minor,4,2023-11-06,1seClUh1wQkHpam4GVRRWw,"Cat Music",12A,https://p.scdn.co/mp3-preview/2a42d7c2d8e82427075f0a4a5eb9e5f334f94762?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517940ac5ad935067a377fc95c
134,"Ce-am făcut!","Magnat,Feoctist",36,180,"rap moldovenesc, ","","Samagon de casă",2023-03-28,02:56,70,66,33,0,68,20,0,-8,B Minor,4,2023-11-06,6ztxeSmRqxiSY6LXVKWqrt,"Magnat & Feoctist",10A,https://p.scdn.co/mp3-preview/003f12022883240292b7070c791551081dc7b5b3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b5d59884e60f676408cc4e3c
135,"Elegantă","Magnat,Feoctist",36,171,"rap moldovenesc, ","","Samagon de casă",2023-03-28,02:57,70,50,35,5,24,20,0,-10,A#/B♭ Minor,4,2023-11-06,5oNWXw7xP8y5rcWwgnNjtx,"Magnat & Feoctist",3A,https://p.scdn.co/mp3-preview/18e6f090fc7341fda3e9e024a556bcc6aab1bcf2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b5d59884e60f676408cc4e3c
136,"Тільки ти","Андрій Кравченко",27,128,"","","Тільки ти",2023-03-18,03:11,72,87,3,1,70,0,10,-5,G#/A♭ Major,4,2023-11-06,3VGDnzTRsJ4kmMDxpUTfxt,"MONOTON Music Label",4B,https://p.scdn.co/mp3-preview/c202d148f120f509f7ce2a68985ec935d4c08fe2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ca1540cf485d721e3eb9601b
